기사 제목,내용,링크
"한국룬드벡, 브래드 애드워즈 CEO 선임",브래드 애드워즈 한국룬드벡 신임 CEO 한국룬드벡이 지난 1일 브래드 애드워즈(Brad Edwards) 최고경영자(CEO)를 선임했다. 한국 법인 설립 이후 23년 만에 첫 외국인 CEO다. 브래드 애드워즈 신임 대,https://n.news.naver.com/mnews/article/092/0002370828
"패스워드 없는 시대, 국내 플랫폼들은 `패스키`로 전환 중","올해 전반기, 국내 대표 포털서비스 기업인 네이버와 카카오가 '패스키(Passkey) 로그인' 기능을 도입하며 디지털 인증 기술의 전환이 본격화되고 있다. '패스키'는 기존 ID·비밀번호 체계 없이도 생체인식이나 물",https://n.news.naver.com/mnews/article/029/0002948478
"롯데리아, 롯리단길 4번째 디저트 ‘쥐포튀김’ 출시",롯데리아가 지역 상생 및 동반성장 목적의 ‘롯리단길 캠페인’을 통해 네 번째 협업 디저트 신메뉴 ‘쥐포튀김’을 오는 17일 출시한다고 16일 밝혔다. 롯리단길은 지역의 숨겨진 디저트 맛집을 발굴하고 전국 롯데리아 매,https://n.news.naver.com/mnews/article/092/0002370827
"네이버 세금 4000억 낼때, 구글은 200억만 ‘외산 빅테크 법인세 공백’","구글 법인세, 네이버의 5% 수준 국내 기업과 형평성 문제 지적도 지난해 구글 한국법인이 납부한 법인세가 240억원으로 나타나면서 빅테크의 세금 회피 논란이 다시 도마에 올랐다. 구글의 국내 연 매출은 네이버·카카오",https://n.news.naver.com/mnews/article/016/0002458095
"폴더블 아이폰, '안보이는 카메라' 첫 도입할 듯",스마트폰 화면 아래에 카메라를 보이지 않게 탑재하는 '언더디스플레이카메라(UDC)' 기술이 아이폰 최초로 폴더블 아이폰에 탑재될 것이라는 관측이 나왔다. 카메라를 화면 아래에 넣게 될 경우엔 아이폰 특유의 안면인식 ,https://n.news.naver.com/mnews/article/003/0013186707
"""KT만의 성장방식 찾겠다""… 콘텐츠 체질개선 'AX' 본격화",KT가 침체되는 콘텐츠 시장의 체질개선을 위해 AX(AI 전환)를 본격화할 계획이다. AI를 바탕으로 제작 과정을 혁신해 경쟁력을 확보하겠다는 복안이다. KT는 16일 안다즈 서울 강남 호텔에서 기자간담회 'KT그룹,https://n.news.naver.com/mnews/article/417/0001071250
"LIG넥스원·시큐리티플랫폼, 국방 AI·무인체계 보안기술 협력 협약 체결",최종진 LIG넥스원 미래전장사업부문장(오른쪽)과 황수익 시큐리티플랫폼 대표이사가 지난 15일 LIG넥스원 서울사무소에서 '국방 인공지능(AI) 및 무인체계 보안 기술 적용 협력을 업무협약'을 체결한 뒤 기념 촬영하고,https://n.news.naver.com/mnews/article/001/0015333173
"美 트럼프, 약가 인하 행정명령…K-바이오시밀러에 호재?",도널드 트럼프 미국 대통령이 15일(현지시각) 고가 의약품의 약가를 낮추기 위한 행정 명령을 내리면서 국내 바이오시밀러 기업들이 수혜를 입을 것이라는 전망이 제기되고 있다. 도널드 트럼프 미국 대통령 (사진=AP 연,https://n.news.naver.com/mnews/article/018/0005989134
"롯데칠성음료, 카리나와 함께한 크러시 신규 광고 공개","롯데칠성음료가 모델 카리나가 출연한 맥주 크러시 신규 광고를 공개한다고 16일 밝혔다. 이번 광고는 에스파의 카리나와 모델 재계약을 진행하고 새롭게 선보이는 광고로, '크게 터지는 탄산 러시' 콘셉트로 크러시의 탄산",https://n.news.naver.com/mnews/article/092/0002370824
"엔코아, 아이엔소프트와 `데이터웨어` 영업 파트너 협약","엔코아는 아이엔소프트와 자사 데이터 통합관리 솔루션 '데이터웨어'에 대한 영업 파트너 협약을 체결했다고 16일 밝혔다. 이번 협약으로 아이엔소프트는 '데이터웨어' 제품군에 대한 공식 판매권을 확보하고, 제품 교육과 ",https://n.news.naver.com/mnews/article/029/0002948474
"후지필름코리아, 유네스코 아태교육원과 MOU.. '국제이해교육 사진교실' 후원",후지필름일렉트로닉이미징코리아가 유네스코 아시아태평양 국제이해교육원과 업무협약을 맺고 청소년을 위한 세계시민교육 프로그램인 ‘국제이해교육 사진교실’을 정기 후원한다고 16일 밝혔다. 지난 15일 서울 구로구에 위치한 ,https://n.news.naver.com/mnews/article/014/0005336703
노태문 “미래 신사업 발굴·판매단 운영에 집중”,"삼성전자 디바이스경험(DX)부문장 직무대행을 겸하게 된 노태문 모바일경험(MX)사업부장 [삼성전자 제공] 삼성전자 디바이스경험(DX)부문장 직무대행을 겸하게 된 노태문 모바일경험(MX)사업부장이 미래 신사업 발굴, ",https://n.news.naver.com/mnews/article/016/0002458068
"게임문화재단·성남시, 9월 판교역 광장서 게임축제 개최","게임문화재단이 도심형 게임축제 'GXG 2025'를 9월19일부터 양일간 경기 성남시 판교역 광장 일대에서 개최한다고 16일 밝혔다. '게임, 문화로 즐기다!'라는 슬로건을 내건 이 행사는 게임의 문화예술적 확장성을",https://n.news.naver.com/mnews/article/003/0013186661
위로보틱스 “1인 1로봇 시대 연다…모든 사람에게 한층 진화한 보행 경험 제공할 것”,차세대 보행 보조 웨어러블 로봇 ‘윔S’ 공개 무게 1.6㎏·생체 역학 기반 안전 보행 지원 초기 모델 ‘윔’ 피드백 반영…보행 모드 추가 위로보틱스 관계자가 차세대 웨어러블 로봇 ‘윔S’를 착용한 모습 [위로보틱스,https://n.news.naver.com/mnews/article/016/0002458057
"토스뱅크, 연간 흑자 달성…영시니어·기업 고객군 확장나선다","토스뱅크가 2024년 첫 연간 흑자 달성을 발판삼아 동남아시아 등 글로벌 진출을 검토한다. 16일 서울 여의도 페어몬트호텔에서 열린 기자간담회에서 이은미 토스뱅크 대표는 ""인터넷은행의 속도와 파격이라는 장점에 은행이",https://n.news.naver.com/mnews/article/092/0002370821
"LG CNS, 금융 AI 전환(AX) 이끈다···잇달아 AI 플랫폼 구축",LG CNS가 국네 금융사에 잇달아 인공지능(AI) 플랫폼을 구축히며 AI 전환(AX)을 이끌고 있다. 16일 업계에 따르면 LG CNS는 최근 미래에셋증권이 추진한 'AI 네이티브 운영(AIOpS) 플랫폼' 구축 ,https://n.news.naver.com/mnews/article/030/0003303841
"[포토] 위로보틱스, 웨어러블 로봇 `윔 S` 출시",16일 용산구 그랜드 하얏트 서울에서 열린 위로보틱스의 보행 보조 웨어러블 로봇 '윔(WIM) S' 출시 행사에서 제품을 착용한 모델들이 포즈를 취하고 있다. WIM S(윔 에스)는 초경량·인체공학 설계와 AI 기반,https://n.news.naver.com/mnews/article/029/0002948464
모비스 상하이모터쇼 참가…올해 중국 수주 2억불 목표,현대모비스는 오는 23일 개막하는 ‘오토상하이 2025’(이하 상하이모터쇼)에 참가해 중국 고객들에 특화된 신기술을 대거 선보인다고 16일 밝혔다. 지난해 베이징모터쇼에 이어 중국 양대 모터쇼로 꼽히는 상하이모터쇼에,https://n.news.naver.com/mnews/article/082/0001321441
[인사]한국원자력안전기술원(KINS),●한국원자력안전기술원(KINS) ◇단·부장급 △방사선규제단장 유송재 △생활방사선규제단장 이지연 △경영관리단장 박진형. (2025년 4월 16일자),https://n.news.naver.com/mnews/article/018/0005989115
"유안타증권, ""헥토이노베이션, 절대적 저평가 구간""","유안타증권이 16일 NDR(기업·투자설명회) 후기 보고서를 통해 헥토이노베이션이 '절대적 저평가 구간'에 있다고 분석했다. 권명준 유안타증권 연구원은 ""헥토이노베이션의 최근 5년간(2020~2024년) 연결기준 매출",https://n.news.naver.com/mnews/article/008/0005181240
[포토] 보행보조 웨어러블 로봇 'WIM S' 출시,웨어러블 로봇 기업 위로보틱스가 초경량·인체공학 설계와 인공지능(AI) 기반 보행보조 기능을 통해 안정적이고 효율적인 이동을 보행보조 웨어러블 로봇 'WIM S'를 공식 출시했다. WIM S는 초경량 설계와 다양한 ,https://n.news.naver.com/mnews/article/030/0003303836
[포토] 보행보조 웨어러블 로봇 `윔(WIM) S`,16일 용산구 그랜드 하얏트 서울에서 열린 위로보틱스의 보행 보조 웨어러블 로봇 '윔(WIM) S' 출시 행사에서 제품을 착용한 모델들이 포즈를 취하고 있다. WIM S(윔 에스)는 초경량·인체공학 설계와 AI 기반,https://n.news.naver.com/mnews/article/029/0002948463
[포토]위로보틱스 보행보조 웨어러블 로봇 'WIM S' 출시,웨어러블 로봇 기업 위로보틱스가 초경량·인체공학 설계와 인공지능(AI) 기반 보행보조 기능을 통해 안정적이고 효율적인 이동을 보행보조 웨어러블 로봇 'WIM S'를 공식 출시했다. WIM S는 초경량 설계와 다양한 ,https://n.news.naver.com/mnews/article/030/0003303833
[포토] 위로보틱스 WIM S 출시,웨어러블 로봇 기업 위로보틱스가 초경량·인체공학 설계와 인공지능(AI) 기반 보행보조 기능을 통해 안정적이고 효율적인 이동을 보행보조 웨어러블 로봇 'WIM S'를 공식 출시했다. WIM S는 초경량 설계와 다양한 ,https://n.news.naver.com/mnews/article/030/0003303831
[포토]위로보틱스 보행보조 웨어러블 로봇 'WIM S' 출시,웨어러블 로봇 기업 위로보틱스가 초경량·인체공학 설계와 인공지능(AI) 기반 보행보조 기능을 통해 안정적이고 효율적인 이동을 보행보조 웨어러블 로봇 'WIM S'를 공식 출시했다. WIM S는 초경량 설계와 다양한 ,https://n.news.naver.com/mnews/article/030/0003303830
[포토] 보행보조 웨어러블 로봇 'WIM S' 출시,웨어러블 로봇 기업 위로보틱스가 초경량·인체공학 설계와 인공지능(AI) 기반 보행보조 기능을 통해 안정적이고 효율적인 이동을 보행보조 웨어러블 로봇 'WIM S'를 공식 출시했다. WIM S는 초경량 설계와 다양한 ,https://n.news.naver.com/mnews/article/030/0003303829
울프독 3마리와 쇼핑몰에…“입마개 의무 아니라지만” [e글e글],입마개를 채우지 않은 대형견들을 데리고 쇼핑몰을 다닌 여성 때문에 누리꾼들의 갑론을박이 이어졌다. 견주 A 씨는 지난 10일 자신의 인스타그램을 통해 “오랜만에 빵 사러 왔다”는 글과 함께 반려견 세 마리와 함께 유,https://n.news.naver.com/mnews/article/020/0003628696
"[포토] 위로보틱스, 보행 보조 웨어러블 로봇 `윔 S` 출시",16일 용산구 그랜드 하얏트 서울에서 열린 위로보틱스의 보행 보조 웨어러블 로봇 '윔(WIM) S' 출시 행사에서 제품을 착용한 모델들이 포즈를 취하고 있다. WIM S(윔 에스)는 초경량·인체공학 설계와 AI 기반,https://n.news.naver.com/mnews/article/029/0002948458
"中 샤오펑, 자율주행 칩 독자화 가속…2분기 양산 시작","중국 전기차 업체 샤오펑이 자체 개발한 자율주행 칩을 탑재한 신차를 조만간 선보인다. 15일(현지시간) 중국 매체 36Kr에 따르면 샤오펑은 자체 개발한 인공지능(AI) 반도 ‘튜링' 양산을 2분기부터 시작하며, 이",https://n.news.naver.com/mnews/article/092/0002370818
[포토] 건강한 일상 위한 웨어러블 로봇 WIM S 출시,16일 용산구 그랜드 하얏트 서울에서 열린 위로보틱스의 보행 보조 웨어러블 로봇 '윔(WIM) S' 출시 행사에서 제품을 착용한 모델들이 포즈를 취하고 있다. WIM S(윔 에스)는 초경량·인체공학 설계와 AI 기반,https://n.news.naver.com/mnews/article/029/0002948457
[포토] 보행 보조 웨어러블 로봇 윔(WIM) S,16일 용산구 그랜드 하얏트 서울에서 열린 위로보틱스의 보행 보조 웨어러블 로봇 '윔(WIM) S' 출시 행사에서 제품을 착용한 모델들이 포즈를 취하고 있다. WIM S(윔 에스)는 초경량·인체공학 설계와 AI 기반,https://n.news.naver.com/mnews/article/029/0002948456
"한국전파진흥협회-HL만도&HL클레무브-현대엔지비, 모빌리티 SW 인력양성 위한 Intelligent Vehicle School 4기 교육생 모집","한국전파진흥협회(RAPA)는 임베디드&자율주행 기반 지능형 차량 SW 전문인력 양성을 위한 Intelligent Vehicle School 4기 클래스메이트를 모집한다. 한국전파진흥협회(RAPA)와 HL만도, HL클",https://n.news.naver.com/mnews/article/144/0001033068
"대구시, 지역 특화 제조AI센터 유치 총력…'기계요소·소재부품산업 인프라+AI'로 지역 제조경쟁력 강화할 것",스마트공장 공급기업이 수도권을 제외한 지역 중 가장 많이 분포돼 있는 대구시가 제조산업 디지털 전환(AX)으로 지역 기업 경쟁력을 강화하기 위해 '지역 특화 제조AI센터 구축사업' 유치에 총력을 쏟는다. 대구시와 대,https://n.news.naver.com/mnews/article/030/0003303823
"S2W, 이노션 ‘AI 얼라이언스’ 참여",S2W는 이노션과 ‘AI 얼라이언스’ 양해각서(MOU)를 체결하고 기업 고객의 비즈니스 생산성을 강화하기 위한 AI 전환(AX) 가속화에 협력한다고 16일 밝혔다. 작년 10월에 이어 두 번째로 결성된 본 얼라이언스,https://n.news.naver.com/mnews/article/014/0005336683
"오핌디지털, 독자적 AI기술로 개발한 G-VFX 플랫폼으로  글로벌 미디어 콘텐츠 시장 혁신 주도","VFX 영상 전문기업 오핌디지털(대표 윤성민)은 AI 알고리즘과 빅데이터 분석 기술을 접목하여 복잡한 영상 시각효과 작업의 자동화 및 최적화를 실현, 4배 이상의 제작 효율성을 보이는 ‘G-VFX’ 플랫폼을 자체 개",https://n.news.naver.com/mnews/article/117/0003933225
"LG유플러스, 시각장애인 지팡이로 버스 승하차 돕는 기술 실증",LG유플러스는 시각장애인이 안전하게 대중교통을 이용하도록 돕는 특화 단말 실증사업을 성공적으로 마쳤다고 16일 밝혔다. 이번 사업은 현대자동차·기아의 ‘2023 아이디어페스티벌’에서 대상을 수상한 ‘시각장애인 이동접,https://n.news.naver.com/mnews/article/144/0001033065
